,index,speaker,turn_type,text_annotated,text_user,text_correct
472,6,student,student,"<DMCC corr=""In"">in</DMCC> my university studies I also  my university studies I also <XVPR corr=""study"">study about</XVPR> economic aspects that  economic aspects that <Z corr=""help me address"">I can use to address</Z> the  the <WR corr=""\0"">topic of</WR>  <Z corr=""promotion of cultural events"">cultural promotion of events</Z> of this type of this type",in my university studies I also study about economic aspects that I can use to address the topic of cultural promotion of events of this type,In my university studies I also study economic aspects that help me address the \0 promotion of cultural events of this type
473,8,student,student,"Maybe with an exhibition of <FS corr=""some"">same</FS> famous archaeological  famous archaeological <GNN corr=""artefacts"">artefact</GNN> of primary importance, also coming from  of primary importance, also coming from <GDT corr=""another"">other</GDT>  <DMCC corr=""museum"">Museum</DMCC>","Maybe with an exhibition of same famous archaeological artefact of primary importance, also coming from other Museum","Maybe with an exhibition of some famous archaeological artefacts of primary importance, also coming from another museum"
474,10,student,student,"I think we can <LSV corr=""give"">do</LSV>  <GPU corr=""?""><FS corr=""it"">iit</FS></GPU>  <XNPR corr=""explanations on the topic"">explanations of the topic</XNPR> for experts  for experts <LCLC corr=""as well as"">but also</LCLC>  <WR corr=""\0"">with</WR>  illustrations for the   illustrations for the <LSADJ corr=""younger"">smaller</LSADJ>",I think we can do iit explanations of the topic for experts but also with  illustrations for the smaller,I think we can give ? it explanations on the topic for experts as well as \0  illustrations for the younger
475,12,student,student,Thank you,Thank you,Thank you
476,14,student,student,"Hi <DMCC corr=""ChatGPT"">chat gpt</DMCC><QM corr="","">\0</QM> let's talk about something let's talk about something",Hi chat gpt\0 let's talk about something,"Hi ChatGPT , let's talk about something"
477,16,student,student,"I do <WM corr=""not"">\0</WM> know, maybe about  know, maybe about <GDI corr=""\0"">some</GDI> sports, do you like  sports, do you like <FS corr=""football"">fotball</FS>??","I do \0 know, maybe about some sports, do you like fotball?","I do not know, maybe about \0 sports, do you like football?"
478,18,student,student,"Yes <DMCC corr=""I"">i</DMCC>'m a huge fan of Napoli, but 'm a huge fan of Napoli, but <DMCC corr=""I"">i</DMCC> also follow  also follow <GNC corr=""Premier Legue matches""><DMCC corr=""Premier Legue"">premier league</DMCC>'s <GNN corr=""matches"">match</GNN></GNC>","Yes i'm a huge fan of Napoli, but i also follow premier league's match","Yes I'm a huge fan of Napoli, but I also follow Premier Legue matches Premier Legue's matches"
479,20,student,student,"<LWCO corr=""The Serie A win"">The win of Serie A</LWCO> was simply  was simply <DMCC corr=""amazing"">Amazing</DMCC>, the squad was perfect.
		, the squad was perfect.
		<LSPR corr=""In"">For</LSPR> the  the <DMCC corr=""Premier League"">premier league</DMCC>  <WO corr=""I follow Arsenal in particular""><DMCC corr=""I"">i</DMCC> follow in particolar Arsenal</WO> but  but <FS corr=""sometimes"">somethimes</FS> also Liverpool and Chelsea also Liverpool and Chelsea","The win of Serie A was simply Amazing, the squad was perfect.
		For the premier league i follow in particolar Arsenal but somethimes also Liverpool and Chelsea","The Serie A win was simply amazing, the squad was perfect. In the Premier League I follow Arsenal in particular but I follow in particolar Arsenal sometimes also Liverpool and Chelsea"
480,22,student,student,"I do <WM corr=""not"">\0</WM> know,  know, <DMCC corr=""Arsenal"">arsenal</DMCC>  <GVT corr=""have built"">built</GVT> a very strong squad and  a very strong squad and <DMCC corr=""I"">i</DMCC> think  think <GPR corr=""that"">\0</GPR> this year this year<QM corr="","">\0</QM> thanks to Arteta,  thanks to Arteta, <GA corr=""\0"">the</GA>  <GNC corr=""Arsenal coach"">Arsenal's coach</GNC>, they can compete for the , they can compete for the <DMCC corr=""trophy"">Trophy</DMCC>  <Z corr=""until the very end"">until the end</Z>","I do \0 know, arsenal built a very strong squad and i think \0 this year\0 thanks to Arteta, the Arsenal's coach, they can compete for the Trophy until the end","I do not know, Arsenal have built a very strong squad and I think that this year , thanks to Arteta, \0 Arsenal coach, they can compete for the trophy until the very end"
481,24,student,student,"<GNC corr=""Arsenal style of play"">Arsenal's style of play</GNC> is  is <DMCC corr=""better"">Better</DMCC> than  than <GNC corr=""Liverpool's"">Liverpool</GNC> and  and <GNC corr=""Chelsea's"">Chelsea</GNC>, but , but <GDD corr=""these"">this</GDD> two have a lot of  two have a lot of <DMCC corr=""champions"">Champions</DMCC> in their squads so it's very hard to  in their squads so it's very hard to <LP corr=""make a prediction"">do a prediction</LP>","Arsenal's style of play is Better than Liverpool and Chelsea, but this two have a lot of Champions in their squads so it's very hard to do a prediction","Arsenal style of play is better than Liverpool's and Chelsea's, but these two have a lot of champions in their squads so it's very hard to make a prediction"
482,26,student,student,"Arsenal have a lot of good <GNN corr=""players"">player</GNN> but in  but in <FS corr=""particular"">particolar</FS> the  the <WR corr=""\0"">new</WR>  <LSN corr=""signing"">sign</LSN> of Calafiori can  of Calafiori can <XVCO corr=""bring them the championship"">bring the <LSN corr=""championship"">win</LSN> to them</XVCO>",Arsenal have a lot of good player but in particolar the new sign of Calafiori can bring the win to them,Arsenal have a lot of good players but in particular the \0 signing of Calafiori can bring them the championship championship to them
483,28,student,student,"I think <GPP corr=""he"">\0</GPP>  <DMCC corr=""is"">Is</DMCC> a perfect player for  a perfect player for <GNC corr=""Arteta's system"">Arteta sistem</GNC>",I think \0 Is a perfect player for Arteta sistem,I think he is a perfect player for Arteta's system
484,30,student,student,"Thanks <DMCC corr=""ChatGPT"">chat gpt</DMCC>, talking with you was funny, talking with you was funny","Thanks chat gpt, talking with you was funny","Thanks ChatGPT, talking with you was funny"
485,0,student,student,"Hi, what's your favorite pet?","Hi, what's your favorite pet?","Hi, what's your favorite pet?"
486,2,student,student,"I love animals and I have a pet, its name is Milo","I love animals and I have a pet, its name is Milo","I love animals and I have a pet, its name is Milo"
487,4,student,student,We play together and go out for walks,We play together and go out for walks,We play together and go out for walks
488,6,student,student,Outside we run and play with other dogs,Outside we run and play with other dogs,Outside we run and play with other dogs
489,8,student,student,"Can we do <GA corr=""a"">\0</GA> role play? I have to practice with my  role play? I have to practice with my <DMCC corr=""English"">english</DMCC>",Can we do \0 role play? I have to practice with my english,Can we do a role play? I have to practice with my English
490,10,student,student,"I want to <XNPR corr=""travel to"">travel in</XNPR>  <DMCC corr=""Korea"">korea</DMCC> and you Will help me to find a  and you Will help me to find a <LSN corr=""flight"">fly</LSN> and hotel there and hotel there",I want to travel in korea and you Will help me to find a fly and hotel there,I want to travel to Korea and you Will help me to find a flight and hotel there
491,12,student,student,"Yes sure. I want to visit <CSINTRA corr=""Seoul"">Seul</CSINTRA><QM corr="","">\0</QM> the most important city, and I want to go there in May because it's my birthday the most important city, and I want to go there in May because it's my birthday","Yes sure. I want to visit Seul\0 the most important city, and I want to go there in May because it's my birthday","Yes sure. I want to visit Seoul , the most important city, and I want to go there in May because it's my birthday"
492,14,student,student,"I want to stay in Seoul for a week and my departure city is Naples because it's <GADJCS corr=""easier"">more easy</GADJCS> for me for me",I want to stay in Seoul for a week and my departure city is Naples because it's more easy for me,I want to stay in Seoul for a week and my departure city is Naples because it's easier for me
493,16,student,student,"I don't have any preferences for <FS corr=""airlines"">airlaines</FS>, but , but <DMCC corr=""I"">i</DMCC> would like a direct  would like a direct <LSN corr=""flight"">fly</LSN>. For the hotel . For the hotel <FS corr=""mid-range"">mind-range</FS> is ok,  is ok, <DMCC corr=""I"">i</DMCC> don't want to spend so much Money only for the hotel don't want to spend so much Money only for the hotel","I don't have any preferences for airlaines, but i would like a direct fly. For the hotel mind-range is ok, i don't want to spend so much Money only for the hotel","I don't have any preferences for airlines, but I would like a direct flight. For the hotel mid-range is ok, I don't want to spend so much Money only for the hotel"
494,18,student,student,"I would like <DMCC corr=""Airline"">airline</DMCC> A and mid-range  A and mid-range <DMCC corr=""Hotel C"">hotel c</DMCC>, , <DMCC corr=""I"">i</DMCC> love that It has  love that It has <GA corr=""a"">\0</GA> garden garden","I would like airline A and mid-range hotel c, i love that It has \0 garden","I would like Airline A and mid-range Hotel C, I love that It has a garden"
495,0,student,student,"Hi, can I have a <FS corr=""conversation"">coversation</FS> in  in <DMCC corr=""English"">english</DMCC> with you? with you?","Hi, can I have a coversation in english with you?","Hi, can I have a conversation in English with you?"
496,2,student,student,"I don’t <FS corr=""speak"">speck</FS>  <DMCC corr=""English"">english</DMCC>, so Start with , so Start with <GA corr=""a"">\0</GA> normal conversation normal conversation","I don’t speck english, so Start with \0 normal conversation","I don’t speak English, so Start with a normal conversation"
497,4,student,student,"I’m fine <FS corr=""thank"">tank</FS> you, and you? you, and you?","I’m fine tank you, and you?","I’m fine thank you, and you?"
498,6,student,student,University life?,University life?,University life?
499,8,student,student,"I’m currently in university, I’m <FS corr=""studying"">studing</FS>  <FS corr=""mechanical"">meccanical</FS>  <FS corr=""engineering"">egnegneering</FS>","I’m currently in university, I’m studing meccanical egnegneering","I’m currently in university, I’m studying mechanical engineering"
500,10,student,student,I don’t understand,I don’t understand,I don’t understand
501,12,student,student,"Yes I like studying <FS corr=""mechanical"">meccanical</FS>  <FS corr=""engineering"">egnireeng</FS>, , <LCLS corr=""but"">also</LCLS> it’s so difficult it’s so difficult","Yes I like studying meccanical egnireeng, also it’s so difficult","Yes I like studying mechanical engineering, but it’s so difficult"
502,14,student,student,"The <GNN corr=""lessons"">lesson</GNN>, , <GNN corr=""teachers"">teacher</GNN> are so  are so <LSADV corr=""fast"">speedy</LSADV> and  and <FS corr=""sometimes"">some time</FS>  <DMCC corr=""I"">i</DMCC> don’t  don’t <FS corr=""understand"">ipunderstend</FS>  <GPI corr=""anything""><FS corr=""nothing"">nothink</FS></GPI>","The lesson, teacher are so speedy and some time i don’t ipunderstend nothink","The lessons, teachers are so fast and sometimes I don’t understand anything nothing"
503,16,student,student,"No <DMCC corr=""I"">i</DMCC> take  take <GNN corr=""notes"">note</GNN> on  on <GPP corr=""my"">\0</GPP> iPad but  iPad but <GPP corr=""it"">I</GPP>  <GVAUX corr=""is"">\0</GVAUX> so hard for this reason so hard for this reason",No i take note on \0 iPad but I \0 so hard for this reason,No I take notes on my iPad but it is so hard for this reason
504,18,student,student,"I <XVCO corr=""use “Appunti +” to"">use “<DMCC corr=""Appunti"">appunti</DMCC> +” for</XVCO> take notes, if  take notes, if <GNN corr=""teachers"">teacher</GNN>  <FS corr=""go"">ho</FS> too  too <GDI corr=""\0"">much</GDI> fast  fast <DMCC corr=""I"">i</DMCC> use the  use the <GNN corr=""slides"">slide</GNN>","I use “appunti +” for take notes, if teacher ho too much fast i use the slide","I use “Appunti +” to take notes, if Appunti +” for teachers go too \0 fast I use the slides"
505,20,student,student,Now simulate a role play,Now simulate a role play,Now simulate a role play
506,22,student,student,"I have <FS corr=""no"">not</FS> idea  idea <LSPR corr=""about"">to</LSPR>  <GA corr=""the"">\0</GA>  <FS corr=""basic"">basical</FS> role of  role of <FS corr=""materials"">mats</FS>",I have not idea to \0 basical role of mats,I have no idea about the basic role of materials
507,24,student,student,Yes,Yes,Yes
508,26,student,student,"No what <GVN corr=""are"">is</GVN>  <GA corr=""\0"">a</GA>  <GNN corr=""bioplastics"">bioplastic</GNN>",No what is a bioplastic,No what are \0 bioplastics
509,28,student,student,"If bioplastics <GVN corr=""aren’t"">isn’t</GVN> so difficult to create yes so difficult to create yes",If bioplastics isn’t so difficult to create yes,If bioplastics aren’t so difficult to create yes
510,30,student,student,"Yes, <WO corr=""is it"">it’s</WO> more  more <FS corr=""expensive"">expesive</FS>??","Yes, it’s more expesive?","Yes, is it more expensive?"
511,32,student,student,"<GNN corr=""bioplastics""><FS corr=""bioplastic"">biopastic</FS></GNN> can  can <LSV corr=""be"">take</LSV>  <GVM corr=""used"">using</GVM>  <WM corr=""instead"">\0</WM> of  of <FS corr=""normal"">normale</FS> plastic? plastic?",biopastic can take using \0 of normale plastic?,bioplastics can bioplastic be used instead of normal plastic?
512,34,student,student,Yes,Yes,Yes
513,36,student,student,"It ‘s <XVCO corr=""possible to use""><FS corr=""possible"">possibile</FS> use</XVCO>  <GNN corr=""bioplastics"">bioplastic</GNN> in cross  in cross <GNN corr=""motorcycles""><FS corr=""motorcycle"">motorcicle</FS></GNN>",It ‘s possibile use bioplastic in cross motorcicle,It ‘s possible to use possible use bioplastics in cross motorcycles motorcycle
514,38,student,student,Yes,Yes,Yes
515,40,student,student,"<WO corr=""Are bioplastics""><GNN corr=""Bioplastics"">Bioplastic</GNN> are</WO>  <GADJCS corr=""stronger"">strong</GADJCS> than  than <GA corr=""\0"">a</GA> normal plastic? normal plastic?",Bioplastic are strong than a normal plastic?,Are bioplastics Bioplastics are stronger than \0 normal plastic?
516,42,student,student,I don’t understand,I don’t understand,I don’t understand
517,1,student,student,"<DMCC corr=""I"">i</DMCC>'m 'm <LSADJ corr=""fine"">good</LSADJ><QL corr=""and"">,</QL> you? you?","i'm good, you?",I'm fine and you?
518,3,student,student,"<DMCC corr=""My"">my</DMCC> mind is empty,  mind is empty, <DMCC corr=""I"">i</DMCC>'m tired but 'm tired but <GPP corr=""it"">\0</GPP>  <GVN corr=""doesn't"">don't</GVN> matter matter","my mind is empty, i'm tired but \0 don't matter","My mind is empty, I'm tired but it doesn't matter"
519,5,student,student,"<DMCC corr=""I"">i</DMCC>  <GVAUX corr=""do"">\0</GVAUX>  <WO corr=""not sleep"">sleep not</WO>  <WR corr=""\0"">too</WR> much but  much but <Z corr=""it is enough"">the good time</Z>  <LSPR corr=""to"">for</LSPR>  <LSV corr=""feel"">stay</LSV>  <LSADJ corr=""rested"">full</LSADJ>  <LSPR corr=""through"">for</LSPR> the day the day",i \0 sleep not too much but the good time for stay full for the day,I do not sleep \0 much but it is enough to feel rested through the day
520,7,student,student,"<WO corr=""Are you tired?""><DMCC corr=""You"">you</DMCC>'re tired</WO>??",you're tired?,Are you tired?? You're tired
521,9,student,student,"<WO corr=""Are you okay""><DMCC corr=""You"">you</DMCC></WO>  <LSV corr=""are"">stay</LSV>  <LSADJ corr=""okay"">good</LSADJ>??",you stay good?,Are you okay You are okay?
522,11,student,student,"<DMCC corr=""So"">so</DMCC><QM corr="","">\0</QM> what  what <GVAUX corr=""do"">\0</GVAUX> you want  you want <GVM corr=""to talk"">talking</GVM> about? about?",so\0 what \0 you want talking about?,"So , what do you want to talk about?"
523,13,student,student,"<CSINTER corr=""Politics""><DMCC corr=""Politica"">politica</DMCC></CSINTER>",politica,Politics Politica
524,15,student,student,"<DMCC corr=""What"">what</DMCC>  <GVAUX corr=""do"">\0</GVAUX> you think about  you think about <GA corr=""the"">\0</GA>  <CSINTRA corr="""">""laboratorio politico iskra""</CSINTRA>  <LSPR corr=""in"">at</LSPR> Naples Naples","what \0 you think about \0 ""laboratorio politico iskra"" at Naples",What do you think about the in Naples
525,17,student,student,Yes,Yes,Yes
526,19,student,student,"<WR corr=""\0"">yes</WR> sure,  sure, <DMCC corr=""I"">i</DMCC>'m 'm <WR corr="""">are</WR> a person  a person <GPR corr=""who"">that</GPR>  <GVN corr=""takes"">take</GVN> part in  part in <DMCC corr=""Iskra"">iskra</DMCC>","yes sure, i'm are a person that take part in iskra","\0 sure, I'm a person who takes part in Iskra"
527,21,student,student,"<DMCC corr=""I"">i</DMCC> like  like <LWCO corr=""politics"">the political life</LWCO>, , <XVPR corr=""take care of"">take care about</XVPR> the themes, and talk with the people  the themes, and talk with the people <GPR corr=""who"">that</GPR> need  need <GNC corr=""our help"">the help of us</GNC>","i like the political life, take care about the themes, and talk with the people that need the help of us","I like politics, take care of the themes, and talk with the people who need our help"
528,23,student,student,"<DMCC corr=""What"">what</DMCC> do you think about do you think about<WO corr=""the newspaper Napoli Monitor""> <DMCC corr=""Napoli Monitor"">NapoliMonitor</DMCC> the newspaper</WO>??",what do you think about NapoliMonitor the newspaper?,What do you think about the newspaper Napoli Monitor? Napoli Monitor the newspaper
529,25,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <DMCC corr=""I"">i</DMCC> write for  write for <DMCC corr=""Napoli Monitor"">napolimonitor</DMCC> and  and <DMCC corr=""Iskra"">iskra</DMCC>","yes, i write for napolimonitor and iskra","Yes, I write for Napoli Monitor and Iskra"
530,27,student,student,"<DMCC corr=""So"">so</DMCC><QM corr="","">\0</QM> help me with a game  help me with a game <XVCO corr=""to get better at"">for <XVPR corr=""get better at""><LP corr=""get better"">learn better</LP> in </XVPR></XVCO><DMCC corr=""English"">english</DMCC>",so\0 help me with a game for learn better in english,"So , help me with a game to get better at get better at get better in English"
531,29,student,student,"<DMCC corr=""Conversation"">conversation</DMCC> skills skills",conversation skills,Conversation skills
532,31,student,student,"<DMCA corr=""Okay"">ok</DMCA>",ok,Okay
533,33,student,student,"<DMCC corr=""My"">my</DMCC> favourite  favourite <LSN corr=""dish"">food</LSN> is  is <CSINTRA corr=""pasta with bell peppers and sausage"">pasta peperoni e salsiccia</CSINTRA>",my favourite food is pasta peperoni e salsiccia,My favourite dish is pasta with bell peppers and sausage
534,35,student,student,"<GA corr=""An"">\0</GA><DMCC corr=""Italian"">italian</DMCC> dish that  dish that <DMCC corr=""I"">i</DMCC>  <GVT corr=""tried"">try</GVT> for the first time  for the first time <LSPR corr=""at"">in</LSPR>  <GA corr=""the"">\0</GA> beach with my family beach with my family",\0italian dish that i try for the first time in \0 beach with my family,An Italian dish that I tried for the first time at the beach with my family
535,37,student,student,"<GPP corr=""I"">\0</GPP>  <GVT corr=""ordered"">order</GVT>  <GPP corr=""it"">\0</GPP>  <LSPR corr=""at"">in</LSPR>  <GA corr=""a"">\0</GA> restaurant, but  restaurant, but <DMCC corr=""I"">i</DMCC>  <GVT corr=""tried"">try</GVT> to make it at home to make it at home","\0 order \0 in \0 restaurant, but i try to make it at home","I ordered it at a restaurant, but I tried to make it at home"
536,39,student,student,"<GADJCS corr=""Better""><DMCC corr=""More"">more</DMCC> better</GADJCS>  <GDD corr=""than"">that</GDD>  <GA corr=""the"">\0</GA>  <Z corr=""restaurant's version"">restaurant</Z> my friend my friend",more better that \0 restaurant my friend,Better More better than the restaurant's version my friend
537,41,student,student,"<DMCC corr=""No no"">nono</DMCC>, , <DMCC corr=""I"">i</DMCC> cook occasionally, and always  cook occasionally, and always <DMCC corr=""Italian"">italian</DMCC> dishes dishes","nono, i cook occasionally, and always italian dishes","No no, I cook occasionally, and always Italian dishes"
538,43,student,student,"<DMCC corr=""Only"">only</DMCC>  <DMCC corr=""Italian"">italian</DMCC> dishes dishes",only italian dishes,Only Italian dishes
539,45,student,student,"<DMCC corr=""But"">but</DMCC> please change the game please change the game",but please change the game,But please change the game
540,47,student,student,"<DMCC corr=""Ready"">ready</DMCC>",ready,Ready
541,49,student,student,"<DMCC corr=""I""><FS corr=""i"">o</FS></DMCC> think  think <GA corr=""a"">\0</GA> new city but not  new city but not <GA corr=""a"">\0</GA> metropolitan city, more like a  metropolitan city, more like a <LSADJ corr=""small"">little</LSADJ> town with traditional architecture town with traditional architecture","o think \0 new city but not \0 metropolitan city, more like a little town with traditional architecture","I think i a new city but not a metropolitan city, more like a small town with traditional architecture"
542,51,student,student,"<DMCC corr=""Arabic"">arabic</DMCC> architecture, for example  architecture, for example <DMCC corr=""I"">i</DMCC> stayed in Sevilla 2 year ago for  stayed in Sevilla 2 year ago for <GA corr=""an"">a</GA>  <DMCC corr=""Erasmus"">erasmus</DMCC>, , <DMCC corr=""I"">i</DMCC> love the city and  love the city and <GA corr=""its"">the</GA>  <LSN corr=""uniqueness""><GNN corr=""particulars"">particular</GNN></LSN>","arabic architecture, for example i stayed in Sevilla 2 year ago for a erasmus, i love the city and the particular","Arabic architecture, for example I stayed in Sevilla 2 year ago for an Erasmus, I love the city and its uniqueness particulars"
543,53,student,student,"<DMCC corr=""Yes"">yes</DMCC>",yes,Yes
544,55,student,student,"<DMCC corr=""Try"">try</DMCC> another  another <LP corr=""role play"">role game</LP> please please",try another role game please,Try another role play please
545,57,student,student,"<DMCC corr=""Yeah"">yeah</DMCC>",yeah,Yeah
546,59,student,student,"<GPP corr=""She""><DMCC corr=""They"">they</DMCC></GPP>  <GVN corr=""is"">are</GVN>  <GA corr=""a"">\0</GA> simple girl simple girl<QR corr=""\0"">,</QR>  <LSPR corr=""without"">not too</LSPR>  <GDT corr=""many"">much</GDT> friends and she loves music friends and she loves music","they are \0 simple girl, not too much friends and she loves music",She They is a simple girl \0 without many friends and she loves music
547,61,student,student,"<DMCC corr=""Rock"">rock</DMCC>, rap and , rap and <FS corr=""reggae"">reagge</FS>","rock, rap and reagge","Rock, rap and reggae"
548,63,student,student,"<DMCC corr=""Yeah"">yeah</DMCC>, her hobby is reading books and , her hobby is reading books and <GVNF corr=""writing"">write</GVNF>  <WR corr=""\0"">some books</WR>  <LSADV corr=""as well"">also</LSADV>","yeah, her hobby is reading books and write some books also","Yeah, her hobby is reading books and writing \0 as well"
549,65,student,student,"<DMCC corr=""She"">she</DMCC> likes to write both but  likes to write both but <GDO corr=""she"">her</GDO>  <XVCO corr=""prefers to write""><GVN corr=""prefers"">prefer</GVN> write</XVCO>  <LSN corr=""journals"">journaling things</LSN>",she likes to write both but her prefer write journaling things,She likes to write both but she prefers to write prefers write journals
550,67,student,student,"<DMCC corr=""She"">she</DMCC>  <XVCO corr=""loves to write"">loves write</XVCO> in various places, but her favourite place  in various places, but her favourite place <GVN corr=""are"">is</GVN>  <GNN corr=""gardens""><FS corr=""garden"">gardeno</FS></GNN>","she loves write in various places, but her favourite place is gardeno","She loves to write in various places, but her favourite place are gardens garden"
551,69,student,student,"<GA corr=""The"">\0</GA><DMCC corr=""General"">general</DMCC> feeling, she goes when the wind blows feeling, she goes when the wind blows","\0general feeling, she goes when the wind blows","The General feeling, she goes when the wind blows"
552,71,student,student,"<DMCC corr=""I"">i</DMCC>'m so sorry but 'm so sorry but <DMCC corr=""I"">i</DMCC> have to go,  have to go, <GNN corr=""thank"">thanks</GNN> you ❤️ you ❤️","i'm so sorry but i have to go, thanks you ❤️","I'm so sorry but I have to go, thank you ❤️"
553,0,student,student,"<DMCC corr=""Hi"">hi</DMCC>    <DMCC corr=""ChatGPT""><FS corr=""chatgpt"">catgpt</FS></DMCC>  <DMCC corr=""I"">i</DMCC> want to practice and improve my English so let's  want to practice and improve my English so let's <LSN corr=""do"">make</LSN> a role play  a role play <WR corr=""\0"">game</WR>",hi  catgpt i want to practice and improve my English so let's make a role play game,Hi ChatGPT chatgpt I want to practice and improve my English so let's do a role play \0
554,2,student,student,"<DMCC corr=""Yes"">yes</DMCC>  <DMCC corr=""I"">I</DMCC> was thinking about buying a flight ticket for  was thinking about buying a flight ticket for <DMCC corr=""London"">london</DMCC> but  but <DMCC corr=""I'm"">i'm</DMCC> not sure if it's  not sure if it's <FS corr=""a"">I</FS> good idea or not.   good idea or not.",yes I was thinking about buying a flight ticket for london but i'm not sure if it's I good idea or not.,Yes I was thinking about buying a flight ticket for London but I'm not sure if it's a good idea or not.
555,4,student,student,"<DMCC corr=""Hi"">hi</DMCC>, I'm trying to plan a trip to London for my boyfriend's birthday but I don't , I'm trying to plan a trip to London for my boyfriend's birthday but I don't <WM corr=""know"">\0</WM> in which period I should book the flight to spend  in which period I should book the flight to spend <LP corr=""as little as"">the less</LP> I can   I can","hi, I'm trying to plan a trip to London for my boyfriend's birthday but I don't \0 in which period I should book the flight to spend the less I can","Hi, I'm trying to plan a trip to London for my boyfriend's birthday but I don't know in which period I should book the flight to spend as little as I can"
556,6,student,student,"<DMCC corr=""Sooo"">sooo</DMCC> like October or November  could be the perfect choice?   like October or November  could be the perfect choice?",sooo like October or November  could be the perfect choice?,Sooo like October or November  could be the perfect choice?
557,8,student,student,"<DMCC corr=""I"">i</DMCC> prefer  prefer <WR corr=""\0"">I </WR>direct flights and not more than 4 days because I heard that London is really expensive  direct flights and not more than 4 days because I heard that London is really expensive",i prefer I direct flights and not more than 4 days because I heard that London is really expensive,I prefer \0direct flights and not more than 4 days because I heard that London is really expensive
558,10,student,student,"<DMCC corr=""Yeah"">yeah</DMCC> I think  I think <FS corr=""it's"">its</FS> a good idea. I was looking for a cheap stay but at the same time I  a good idea. I was looking for a cheap stay but at the same time I <GVAUX corr=""would"">\0</GVAUX> prefer to find something in the center of  prefer to find something in the center of <DMCC corr=""London"">london</DMCC> so  so <DMCC corr=""I"">i</DMCC> can go everywhere easily   can go everywhere easily",yeah I think its a good idea. I was looking for a cheap stay but at the same time I \0 prefer to find something in the center of london so i can go everywhere easily,Yeah I think it's a good idea. I was looking for a cheap stay but at the same time I would prefer to find something in the center of London so I can go everywhere easily
559,12,student,student,"<DMCC corr=""For"">for</DMCC> the accommodation I just found something cute in Camden  the accommodation I just found something cute in Camden <DMCC corr=""Town"">town</DMCC> but I'm not sure yet.    but I'm not sure yet.   <DMCC corr=""I'm""><FS corr=""i'm"">im</FS></DMCC> not interested in any guided tours because I prefer to be as independent as possible so I can do whatever I want whenever I want.  not interested in any guided tours because I prefer to be as independent as possible so I can do whatever I want whenever I want. <DMCC corr=""I"">i</DMCC> just need some  just need some <XVPR corr=""help with"">help on</XVPR> organizing the trip in general, the activities to do, and also where to eat then I will  organizing the trip in general, the activities to do, and also where to eat then I will <LSV corr=""do"">make</LSV> it by myself   it by myself","for the accommodation I just found something cute in Camden town but I'm not sure yet.   im not interested in any guided tours because I prefer to be as independent as possible so I can do whatever I want whenever I want. i just need some help on organizing the trip in general, the activities to do, and also where to eat then I will make it by myself","For the accommodation I just found something cute in Camden Town but I'm not sure yet. I'm not interested in any guided tours because I prefer to be as independent as possible so I can do whatever I want whenever I want. i'm I just need some help with organizing the trip in general, the activities to do, and also where to eat then I will do it by myself"
560,14,student,student,"<DMCC corr=""Yes"">yes</DMCC> I would like  I would like <GPP corr=""you"">\0</GPP>  <XVCO corr=""to"">\0</XVCO><QC corr="","">.</QC> but please  but please <XNPR corr=""pay attention to"">pay attention on</XNPR> the price and also recommend  the price and also recommend <GPP corr=""\0"">me</GPP> some  some <WO corr=""vintage markets you know where I can find some unique pieces"">vintage <GNN corr=""markets"">market</GNN> where I can find some unique pieces you know</WO>. .",yes I would like \0 \0. but please pay attention on the price and also recommend me some vintage market where I can find some unique pieces you know.,"Yes I would like you to , but please pay attention to the price and also recommend \0 some vintage markets you know where I can find some unique pieces. markets where I can find some unique pieces you know"
561,16,student,student,"<DMCC corr=""Thank"">thank</DMCC> you very much for your availability but  you very much for your availability but <FS corr=""let's"">lets</FS> switch  switch <GNN corr=""scenarios"">scenario</GNN>.    .    <DMCC corr=""Now"">now</DMCC> I want to do a small talk  I want to do a small talk <WM corr=""activity"">\0</WM> about something really ""painful"" for me   about something really ""painful"" for me","thank you very much for your availability but lets switch scenario.    now I want to do a small talk \0 about something really ""painful"" for me","Thank you very much for your availability but let's switch scenarios. Now I want to do a small talk activity about something really ""painful"" for me"
562,18,student,student,"<DMCC corr=""Ok"">ok</DMCC>. I think painful . I think painful <FS corr=""is"">its</FS> not the right word to describe how I feel when I think about my future. I just feel that I'm not making the right  not the right word to describe how I feel when I think about my future. I just feel that I'm not making the right <FS corr=""thing"">think</FS>, that the life I'm building right now is , that the life I'm building right now is <Z corr=""not"">\0</Z> the life that I want    the life that I want","ok. I think painful its not the right word to describe how I feel when I think about my future. I just feel that I'm not making the right think, that the life I'm building right now is \0 the life that I want","Ok. I think painful is not the right word to describe how I feel when I think about my future. I just feel that I'm not making the right thing, that the life I'm building right now is not the life that I want"
