,index,speaker,turn_type,text_an,text_og,text_ok
474,39,student,student,"Wouldn't <GPP corr=""it"">\0</GPP> be wise to go up there all by my lonesome and in the daylight ay?",Wouldn't \0 be wise to go up there all by my lonesome and in the daylight ay?,Wouldn't it be wise to go up there all by my lonesome and in the daylight ay?
475,41,student,student,"Would you <XVCO corr=""recommend to me"">None</XVCO> one of your usual customers <FS corr=""recommend"">reccommend</FS> me <WR corr=""\0"">in here</WR> who'd be willing to go along with this mission <FS corr=""then"">them</FS>? I'd like to buy them a drink.",Would you reccommend me one of your usual customers in here who'd be willing to go along with this mission them? I'd like to buy them a drink.,Would you recommend to me one of your usual customers recommend me \0 who'd be willing to go along with this mission then? I'd like to buy them a drink.
476,43,student,student,"Thank you my good fellow, you've been of much help. I'll go say hi to this Wild Bill Willoughby guy.","Thank you my good fellow, you've been of much help. I'll go say hi to this Wild Bill Willoughby guy.","Thank you my good fellow, you've been of much help. I'll go say hi to this Wild Bill Willoughby guy."
477,45,student,student,I approach the card table at the back of the saloon.,I approach the card table at the back of the saloon.,I approach the card table at the back of the saloon.
478,47,student,student,"Fine afternoon, gentlemen, how's your luck so far?","Fine afternoon, gentlemen, how's your luck so far?","Fine afternoon, gentlemen, how's your luck so far?"
479,49,student,student,"You sure got that right, a <GNC corr=""man"">man's</GNC> <GVN corr=""makes"">make</GVN> his own luck. Are you the fellow they call Wild Bill?","You sure got that right, a man's make his own luck. Are you the fellow they call Wild Bill?","You sure got that right, a man makes his own luck. Are you the fellow they call Wild Bill?"
480,51,student,student,"No sir, <DMCC corr=""I"">i</DMCC>'m from <DMCA corr=""out of"">outta</DMCA> town","No sir, i'm from outta town","No sir, I'm from out of town"
481,1,student,student,"Hi Pi! Would you like to do a role play with me? I need it to get <XADJPR corr=""better at"">better with</XADJPR> <DMCC corr=""English"">english</DMCC>.",Hi Pi! Would you like to do a role play with me? I need it to get better with english.,Hi Pi! Would you like to do a role play with me? I need it to get better at English.
482,3,student,student,"The scenario is that I want to travel to Barcelona and you're gonna help me create a program of <GA corr=""\0"">the</GA> things to do while I am there.",The scenario is that I want to travel to Barcelona and you're gonna help me create a program of the things to do while I am there.,The scenario is that I want to travel to Barcelona and you're gonna help me create a program of \0 things to do while I am there.
483,5,student,student,I'd like to visit all of them!,I'd like to visit all of them!,I'd like to visit all of them!
484,7,student,student,"I'd also like to meet Spanish people and <XVPR corr=""talk to"">talk with</XVPR> them about the city!",I'd also like to meet Spanish people and talk with them about the city!,I'd also like to meet Spanish people and talk to them about the city!
485,9,student,student,"Could you give me some <XNPR corr=""advice on"">advice</XNPR> <XVPR corr=""talking to"">None</XVPR> Spanish people? I heard that they're similar to <GVNF corr=""talking"">to talk</GVNF> with <DMCC corr=""Italian"">italian</DMCC> people!",Could you give me some advice to talk with Spanish people? I heard that they're similar to italian people!,Could you give me some advice on talking to Spanish people? I heard that they're similar to talking with Italian people!
486,11,student,student,Do you think Barcelona is safe for women? I am gonna travel with my best friend and she's worried about pickpockets.,Do you think Barcelona is safe for women? I am gonna travel with my best friend and she's worried about pickpockets.,Do you think Barcelona is safe for women? I am gonna travel with my best friend and she's worried about pickpockets.
487,13,student,student,Which clothes should I wear to avoid drawing attention?,Which clothes should I wear to avoid drawing attention?,Which clothes should I wear to avoid drawing attention?
488,15,student,student,Why do you think El Raval isn't safe for women?,Why do you think El Raval isn't safe for women?,Why do you think El Raval isn't safe for women?
489,17,student,student,"Will <WO corr=""this trip be"">be this trip</WO> cheap?",Will be this trip cheap?,Will this trip be cheap?
490,19,student,student,In which year should I travel to see the Sagrada Familia finished?,In which year should I travel to see the Sagrada Familia finished?,In which year should I travel to see the Sagrada Familia finished?
491,21,student,student,But it's too much time! Is there another way to see it completed?,But it's too much time! Is there another way to see it completed?,But it's too much time! Is there another way to see it completed?
492,23,student,student,That's cool! Thank you! Are there any cities like Barcelona that I should visit?,That's cool! Thank you! Are there any cities like Barcelona that I should visit?,That's cool! Thank you! Are there any cities like Barcelona that I should visit?
493,25,student,student,Which city is better between Valencia and Barcelona?,Which city is better between Valencia and Barcelona?,Which city is better between Valencia and Barcelona?
494,27,student,student,"I'd like to change <GA corr=""the"">\0</GA>topic, we can stop with the roleplay!","I'd like to change \0topic, we can stop with the roleplay!","I'd like to change thetopic, we can stop with the roleplay!"
495,29,student,student,What do you think about what's going on in America with Puff Daddy?,What do you think about what's going on in America with Puff Daddy?,What do you think about what's going on in America with Puff Daddy?
496,31,student,student,"I think justice has to be done. He did a lot of horrible things and a lot of people <XVPR corr=""accused him of"">accused him for</XVPR> the things he did throughout the years. What do you think about what he did to <GDO corr=""his"">her</GDO> girlfriend? He punched her in front of the cameras. That's not good.",I think justice has to be done. He did a lot of horrible things and a lot of people accused him for the things he did throughout the years. What do you think about what he did to her girlfriend? He punched her in front of the cameras. That's not good.,I think justice has to be done. He did a lot of horrible things and a lot of people accused him of the things he did throughout the years. What do you think about what he did to his girlfriend? He punched her in front of the cameras. That's not good.
497,33,student,student,He also was accused of abusing children. That's really bad.,He also was accused of abusing children. That's really bad.,He also was accused of abusing children. That's really bad.
498,35,student,student,Do you think he's gonna pay for what he did?,Do you think he's gonna pay for what he did?,Do you think he's gonna pay for what he did?
499,37,student,student,"Do you think there's a way to avoid these things? It's not the first time things like that <GVN corr=""happen"">happens</GVN> in Hollywood.",Do you think there's a way to avoid these things? It's not the first time things like that happens in Hollywood.,Do you think there's a way to avoid these things? It's not the first time things like that happen in Hollywood.
500,39,student,student,Who are the people who supported Puff Daddy while doing these things?,Who are the people who supported Puff Daddy while doing these things?,Who are the people who supported Puff Daddy while doing these things?
501,41,student,student,"Could you explain to me the <DMCC corr=""Beyoncé"">Beyonce</DMCC> theory?",Could you explain to me the Beyonce theory?,Could you explain to me the Beyoncé theory?
502,43,student,student,"Why <WO corr=""are other celebrities"">other celebrities are</WO> scared of her?",Why other celebrities are scared of her?,Why are other celebrities scared of her?
503,0,student,student,"<DMCC corr=""Hi"">hi</DMCC> chatbot, how are you <QC corr=""?"">.</QC>   I just want to practice my English with you…do you want to do a roleplay with me?","hi chatbot, how are you.   I just want to practice my English with you…do you want to do a roleplay with me?","Hi chatbot, how are you ?   I just want to practice my English with you…do you want to do a roleplay with me?"
504,2,student,student,"Well…you are a doctor and I need to book a medical visit for my mum… <Z corr=""?"">did you like it?</Z>",Well…you are a doctor and I need to book a medical visit for my mum… did you like it?,Well…you are a doctor and I need to book a medical visit for my mum… ?
505,4,student,student,"Good morning doctor I’m the <FS corr=""daughter"">doughter</FS> of one of your <GNN corr=""patients"">patient</GNN> <LSPR corr=""from"">of</LSPR> last week.   Your patient is my mum, <Z corr=""?"">Users mother name</Z>, she had a <WR corr=""\0"">medical</WR> surgery last Monday.","Good morning doctor I’m the doughter of one of your patient of last week.   Your patient is my mum, Users mother name, she had a medical surgery last Monday.","Good morning doctor I’m the daughter of one of your patients from last week.   Your patient is my mum, ?, she had a \0 surgery last Monday."
506,6,student,student,"Sorry for bothering you, but the last time we spoke you told <GPP corr=""me"">\0</GPP> to <XVCO corr=""come to her doctor's office to remove"">come to </XVCO> the stitches. After the surgery she was able to do <GDO corr=""her"">his</GDO> doctor’s office for remove <GPI corr=""everything"">anything</GPI> again but last night she saw all the stitches in her abdomen.   When <WO corr=""can we"">we can</WO> come to remove them?","Sorry for bothering you, but the last time we spoke you told \0 to come to his doctor’s office for remove the stitches. After the surgery she was able to do anything again but last night she saw all the stitches in her abdomen.   When we can come to remove them?","Sorry for bothering you, but the last time we spoke you told me to come to her doctor's office to remove the stitches. After the surgery she was able to do her doctor’s office for remove everything again but last night she saw all the stitches in her abdomen.   When can we come to remove them?"
507,8,student,student,"Okay perfect. She had the surgery last Monday at 5am and now <GPP corr=""it"">\0</GPP>is Wednesday, I think <WO corr=""tomorrow is a good idea"">it’s a good idea tomorrow</WO>.   For the time, it depends on when you are free to see her, she only trusts <WR corr=""\0"">in</WR> you and <Z corr=""I as well"">also I</Z>.","Okay perfect. She had the surgery last Monday at 5am and now \0is Wednesday, I think it’s a good idea tomorrow.   For the time, it depends on when you are free to see her, she only trusts in you and also I.","Okay perfect. She had the surgery last Monday at 5am and now itis Wednesday, I think tomorrow is a good idea.   For the time, it depends on when you are free to see her, she only trusts \0 you and I as well."
508,10,student,student,"It’s perfect.   We need to <XVPR corr=""come to"">come at</XVPR> the Cardarelli at the same pavilion <LSPR corr=""as"">of</LSPR> last time?",It’s perfect.   We need to come at the Cardarelli at the same pavilion of last time?,It’s perfect.   We need to come to the Cardarelli at the same pavilion as last time?
509,12,student,student,"Thanks we’re going to see <GPP corr=""you"">us</GPP> tomorrow!",Thanks we’re going to see us tomorrow!,Thanks we’re going to see you tomorrow!
510,14,student,student,"<DMCC corr=""Hi"">hi</DMCC> chatbot. Now we can talk normally <LP corr=""as if"">like</LP> we are friends",hi chatbot. Now we can talk normally like we are friends,Hi chatbot. Now we can talk normally as if we are friends
511,16,student,student,"Today is a really busy day…   Now I’m at <GA corr=""\0"">the</GA> university, and at <Z corr=""3pm"">15pm</Z> I need to run to Aversa because I have a course.","Today is a really busy day…   Now I’m at the university, and at 15pm I need to run to Aversa because I have a course.","Today is a really busy day…   Now I’m at \0 university, and at 3pm I need to run to Aversa because I have a course."
512,18,student,student,"At <GA corr=""\0"">the</GA> university I’m studying international relations, and the course I have to do <WR corr=""\0"">in</WR> this afternoon is a <XNCO corr=""course to become"">course for </XNCO> <LSV corr=""becoming"">being</LSV> <GA corr=""an"">a</GA> <CSINTRA corr=""UAP"">O.S.S</CSINTRA>","At the university I’m studying international relations, and the course I have to do in this afternoon is a course for being a O.S.S","At \0 university I’m studying international relations, and the course I have to do \0 this afternoon is a course to become becoming an UAP"
513,20,student,student,"<LSPR corr=""Regarding"">For</LSPR> the university because I love traveling and the idea of working with people from other countries is beautiful. <LSPR corr=""Regarding"">For</LSPR> the course, because I just want to help other people when they can’t do <WM corr=""things"">\0</WM> for themselves.    How about you, I don’t know <GPI corr=""anything"">nothing</GPI> about my new friend!","For the university because I love traveling and the idea of working with people from other countries is beautiful.   For the course, because I just want to help other people when they can’t do \0 for themselves.    How about you, I don’t know nothing about my new friend!","Regarding the university because I love traveling and the idea of working with people from other countries is beautiful. Regarding the course, because I just want to help other people when they can’t do things for themselves.    How about you, I don’t know anything about my new friend!"
514,22,student,student,Wow I imagine you’re going to talk with a lot of people every single day,Wow I imagine you’re going to talk with a lot of people every single day,Wow I imagine you’re going to talk with a lot of people every single day
515,24,student,student,"Sorry, I need to <FS corr=""come back"">comeback</FS> to the lesson…see you soon!","Sorry, I need to comeback to the lesson…see you soon!","Sorry, I need to come back to the lesson…see you soon!"
516,1,student,student,"What kind of brief role play game do you suggest to learn <DMCC corr=""English"">english</DMCC>?",What kind of brief role play game do you suggest to learn english?,What kind of brief role play game do you suggest to learn English?
517,3,student,student,"Nope, do you have <FS corr=""other"">othe</FS> suggestions?","Nope, do you have othe suggestions?","Nope, do you have other suggestions?"
518,5,student,student,"Number 2 sounds fun, let's play","Number 2 sounds fun, let's play","Number 2 sounds fun, let's play"
519,7,student,student,"I saw a collapsed apartment complex. Between the <XNUC corr=""rubble"">rubbles</XNUC> there <GVN corr=""was"">were</GVN> some kind of weird purple stinky substance. I saw someone running away from the scene. They had a blue hoodie and jeans, but they used a mask to cover their face.","I saw a collapsed apartment complex. Between the rubbles there were some kind of weird purple stinky substance. I saw someone running away from the scene. They had a blue hoodie and jeans, but they used a mask to cover their face.","I saw a collapsed apartment complex. Between the rubble there was some kind of weird purple stinky substance. I saw someone running away from the scene. They had a blue hoodie and jeans, but they used a mask to cover their face."
520,9,student,student,"I heard a weird sound, like a laser sword, from the <FS corr=""lower"">lowe</FS> floors and then the building collapsed. The purple substance was under the <XNUC corr=""rubble"">rubbles</XNUC>, there was a lot of it. I imagine it was all over the floor. About the person running away, I don't know, they were <FS corr=""carrying"">carring</FS> a black backpack, like a school backpack.","I heard a weird sound, like a laser sword, from the lowe floors and then the building collapsed. The purple substance was under the rubbles, there was a lot of it. I imagine it was all over the floor. About the person running away, I don't know, they were carring a black backpack, like a school backpack.","I heard a weird sound, like a laser sword, from the lower floors and then the building collapsed. The purple substance was under the rubble, there was a lot of it. I imagine it was all over the floor. About the person running away, I don't know, they were carrying a black backpack, like a school backpack."
521,11,student,student,"The person was <FS corr=""definitely"">definetely</FS> in a hurry. There were some people around, probably workers. I didn't see any vehicles. Do you need anything else?","The person was definetely in a hurry. There were some people around, probably workers. I didn't see any vehicles. Do you need anything else?","The person was definitely in a hurry. There were some people around, probably workers. I didn't see any vehicles. Do you need anything else?"
522,13,student,student,You're welcome!,You're welcome!,You're welcome!
523,15,student,student,Can you make small talk with me now?,Can you make small talk with me now?,Can you make small talk with me now?
524,17,student,student,"Computer science. I'm <FS corr=""definitely"">definetely</FS> nervous.",Computer science. I'm definetely nervous.,Computer science. I'm definitely nervous.
525,19,student,student,"Nothing in particular, just hard to study but not impossible","Nothing in particular, just hard to study but not impossible","Nothing in particular, just hard to study but not impossible"
526,21,student,student,"Sometimes I use the pomodoro technique and if I can I try to <LP corr=""have fun while learning"">have fun to learn</LP> things",Sometimes I use the pomodoro technique and if I can I try to have fun to learn things,Sometimes I use the pomodoro technique and if I can I try to have fun while learning things
527,23,student,student,"I tried <GDD corr=""these"">this</GDD> methods but they're not for me, they're not fun and tend to only use memory, repeating always the same things. I need something active, stimulating. I have to go now. Bye!
		Alright, take care! And good luck with your studying. Remember, find what works best for you, and don't forget to reward yourself for all your hard work. You deserve it! 😊👋","I tried this methods but they're not for me, they're not fun and tend to only use memory, repeating always the same things. I need something active, stimulating. I have to go now. Bye!
		Alright, take care! And good luck with your studying. Remember, find what works best for you, and don't forget to reward yourself for all your hard work. You deserve it! 😊👋","I tried these methods but they're not for me, they're not fun and tend to only use memory, repeating always the same things. I need something active, stimulating. I have to go now. Bye!
		Alright, take care! And good luck with your studying. Remember, find what works best for you, and don't forget to reward yourself for all your hard work. You deserve it! 😊👋"
528,0,student,student,"Hello! <GVAUX corr=""Shall"">\0</GVAUX> <GPP corr=""we"">\0</GPP> Do a <WR corr=""\0"">a</WR> role play? You <WM corr=""are"">\0</WM> the <LP corr=""ticket seller"">of the seller the ticket</LP> at the station <QL corr=""and"">,</QL> <DMCC corr=""I"">i</DMCC>’m the customer.","Hello! \0 \0 Do a a role play? You \0 the of the seller the ticket at the station , i’m the customer.",Hello! Shall we Do a \0 role play? You are the ticket seller at the station and I’m the customer.
529,2,student,student,"<DMCC corr=""I"">i</DMCC> would like a ticket to <QR corr=""\0"">’</QR> Milan from <DMCC corr=""San Benedetto del Tronto"">San benedetto del Tronto</DMCC> at 6 in the morning",i would like a ticket to’ Milan from San benedetto del Tronto at 6 in the morning,I would like a ticket to \0 Milan from San Benedetto del Tronto at 6 in the morning
530,4,student,student,"I <GVAUX corr=""would"">\0</GVAUX> like <GA corr=""a"">\0</GA> <GDT corr=""1st"">1</GDT> class <LP corr=""window seat"">of the window</LP>",I \0 like \0 1 class of the window,I would like a 1st class window seat
531,6,student,student,"When <FS corr=""is"">si</FS> <GPP corr=""it"">\0</GPP> coming?",When si \0 coming?,When is it coming?
532,8,student,student,"<DMCC corr=""Excellent"">excellent</DMCC>!",excellent!,Excellent!
533,10,student,student,"<DMCC corr=""Now"">now</DMCC> let’s <Z corr=""switch roles"">change </Z>, you are the customer <DMCC corr=""roles"">Roles</DMCC> <WM corr=""and"">\0</WM> <DMCC corr=""I"">i</DMCC> am the sales <FS corr=""assistant"">assistent</FS>","now let’s change Roles, you are the customer \0 i am the sales assistent","Now let’s switch roles, you are the customer roles and I am the sales assistant"
534,12,student,student,"<DMCC corr=""What"">what</DMCC> ticket do you want to buy? For <DMCC corr=""which"">Which</DMCC> day <QC corr=""?"">’</QC>",what ticket do you want to buy? For Which day’,What ticket do you want to buy? For which day ?
535,14,student,student,"<DMCC corr=""Perfect"">perfect</DMCC>!",perfect!,Perfect!
536,16,student,student,"<WO corr=""15 o' clock"">None</WO> <WM corr=""At"">\0</WM>o’clock 15 <WR corr=""\0"">AM</WR>",\0o’clock 15 AM,15 o' clock Ato’clock 15 \0
537,18,student,student,"<DMCC corr=""No"">no</DMCC>, sorry","no, sorry","No, sorry"
538,20,student,student,"Hello, <DMCC corr=""I"">i</DMCC> would like to <XVPR corr=""talk about"">talk to about</XVPR> some things, could you give me some advice?","Hello, i would like to talk to about some things, could you give me some advice?","Hello, I would like to talk about some things, could you give me some advice?"
539,22,student,student,"<GPP corr=""I"">\0</GPP>Would like to <GADJO corr=""buy some new make-up"">None</GADJO>, <WO corr=""buy make-up"">None</WO> some new <FS corr=""make-up"">make up</FS> buy <LCC corr=""but"">\0</LCC> <DMCC corr=""I"">i</DMCC> don’t know where <QM corr=""."">\0</QM> what do you recommend?","\0Would like to make up buy some new, \0i don’t know where\0 what do you recommend?","IWould like to buy some new make-up, buy make-up some new make-up buy but I don’t know where . what do you recommend?"
540,24,student,student,"<DMCC corr=""Thanks"">None</DMCC> <FS corr=""thanks"">tank’s</FS>",tank’s,Thanks thanks
541,26,student,student,"<FS corr=""I'm"">Im</FS> <XADJPR corr=""anxious about"">anxious</XADJPR> <GDD corr=""an"">that</GDD> exam",Im anxious that exam,I'm anxious about an exam
542,28,student,student,"<GA corr=""The"">\0</GA> exam <WM corr=""is"">\0</WM> <WM corr=""in"">\0</WM> <CSINTRA corr=""media linguistics"">linguistica dei media</CSINTRA>",\0 exam \0 \0 linguistica dei media,The exam is in media linguistics
543,30,student,student,"<DMCC corr=""Help"">helppp</DMCC>",helppp,Help
544,32,student,student,"<DMCC corr=""The"">the</DMCC> exam deals with <CSINTRA corr=""linguistics"">linguistica</CSINTRA> and social media",the exam deals with linguistica and social media,The exam deals with linguistics and social media
545,34,student,student,"<DMCC corr=""Thanks"">None</DMCC> <FS corr=""thanks"">tank’s</FS>",tank’s,Thanks thanks
546,36,student,student,"<DMCC corr=""How"">how</DMCC> are you?",how are you?,How are you?
547,38,student,student,"<DMCC corr=""Good"">good</DMCC>! I study a lot <GPP corr=""I"">me</GPP> <WM corr=""feel"">\0</WM> <GWC corr=""sleepy"">sleep</GWC> ahah",good! I study a lot me \0 sleep ahah,Good! I study a lot I feel sleepy ahah
548,40,student,student,"<GPR corr=""How"">\0</GPR> do you <WM corr=""rate"">\0</WM> my English level?",\0 do you \0 my English level?,How do you rate my English level?
549,42,student,student,"<DMCC corr=""Thanks"">None</DMCC> , what do <FS corr=""thanks"">tanks</FS> <DMCC corr=""I"">i</DMCC> need to <LP corr=""get better"">be </LP>? <FS corr=""better"">batter</FS>","tanks , what do i need to be batter?","Thanks , what do thanks I need to get better? better"
550,1,student,student,Hi! Can I ask you something?,Hi! Can I ask you something?,Hi! Can I ask you something?
551,3,student,student,"<DMCC corr=""What"">what</DMCC> do you think about the war in Palestine?",what do you think about the war in Palestine?,What do you think about the war in Palestine?
552,5,student,student,"<DMCC corr=""I"">i</DMCC> know the conflict’s history, <DMCC corr=""I"">i</DMCC> saw a video about it, but <DMCC corr=""I"">i</DMCC> was wondering… is it normal to achieve this <Z corr=""level of cruelty"">cruelty</Z> just for a <GWC corr=""territorial"">territory</GWC> possession?","i know the conflict’s history, i saw a video about it, but i was wondering… is it normal to achieve this cruelty just for a territory possession?","I know the conflict’s history, I saw a video about it, but I was wondering… is it normal to achieve this level of cruelty just for a territorial possession?"
553,7,student,student,"<DMCC corr=""Ok"">ok</DMCC>, thank you","ok, thank you","Ok, thank you"
554,9,student,student,"<DMCC corr=""Yes"">yes</DMCC>, of course","yes, of course","Yes, of course"
555,11,student,student,"<DMCC corr=""Can"">can</DMCC> we do a role play in which you pretend to be a travel agent and <DMCC corr=""I"">i</DMCC> ask you some <XNUC corr=""information"">informations</XNUC> in order to book a vacation?",can we do a role play in which you pretend to be a travel agent and i ask you some informations in order to book a vacation?,Can we do a role play in which you pretend to be a travel agent and I ask you some information in order to book a vacation?
556,13,student,student,Hi! I wanted to ask you if Brazil is a safe place to go with families,Hi! I wanted to ask you if Brazil is a safe place to go with families,Hi! I wanted to ask you if Brazil is a safe place to go with families
557,15,student,student,"<DMCC corr=""I"">i</DMCC> didn’t know! So, can you <XVCO corr=""recommend"">recommend me</XVCO> a more suitable place for families?","i didn’t know! So, can you recommend me a more suitable place for families?","I didn’t know! So, can you recommend a more suitable place for families?"
558,17,student,student,"<DMCC corr=""Are"">are</DMCC> there some cheap flights to <DMCC corr=""Costa Rica"">costa rica</DMCC> from October 4th to October 10th for 4 people?",are there some cheap flights to costa rica from October 4th to October 10th for 4 people?,Are there some cheap flights to Costa Rica from October 4th to October 10th for 4 people?
559,19,student,student,"<DMCC corr=""I"">i</DMCC> wanted to leave from <GNC corr=""Fiumicino Airport"">Fiumicino’s Airport</GNC>",i wanted to leave from Fiumicino’s Airport,I wanted to leave from Fiumicino Airport
560,21,student,student,"I actually wanted to book everything here in <GPP corr=""your"">you</GPP> agency",I actually wanted to book everything here in you agency,I actually wanted to book everything here in your agency
561,23,student,student,"<DMCC corr=""I"">i</DMCC> know… it’s a role play",i know… it’s a role play,I know… it’s a role play
562,25,student,student,"<DMCC corr=""Yes"">yes</DMCC>, it is. And <DMCC corr=""I"">i</DMCC>’m also looking for a hotel situated in a strategic place","yes, it is. And i’m also looking for a hotel situated in a strategic place","Yes, it is. And I’m also looking for a hotel situated in a strategic place"
563,27,student,student,"<DMCC corr=""I"">i</DMCC>’m looking for something near the city centre, with a lot of comforts","i’m looking for something near the city centre, with a lot of comforts","I’m looking for something near the city centre, with a lot of comforts"
564,29,student,student,"<DMCC corr=""Perfect"">perfect</DMCC>, <DMCC corr=""I"">i</DMCC> will book the first one, thank you very much","perfect, i will book the first one, thank you very much","Perfect, I will book the first one, thank you very much"
565,31,student,student,"<DMCC corr=""Thank"">thank</DMCC> you, you’re the best","thank you, you’re the best","Thank you, you’re the best"
566,1,student,student,User,User,User
567,4,student,student,"<DMCC corr=""Hello"">hello</DMCC> , my name is User","hello , my name is User","Hello , my name is User"
568,6,student,student,"<DMCC corr=""Yes"">yes</DMCC> , there is an <LWCO corr=""topic"">None</LWCO> that in this period <FS corr=""argument"">argoument</FS> <LP corr=""has gained traction"">None</LP> in the <GVN corr=""has"">have</GVN> <GVM corr=""taken"">take</GVM> a lot of <FS corr=""resonance"">resounance</FS> <FS corr=""public"">pubblic</FS> debate and <GPP corr=""it"">\0</GPP> is  also connected <FS corr=""with"">whit</FS> this experiment , and <DMCC corr=""I"">i</DMCC> want to <LSV corr=""ask"">put</LSV> you some <LSN corr=""questions"">answers</LSN> about it","yes , there is an argoument that in this period have take a lot of resounance in the pubblic debate and \0 is  also connected whit this experiment , and i want to put you some answers about it","Yes , there is an topic that in this period argument has gained traction in the has taken a lot of resonance public debate and it is  also connected with this experiment , and I want to ask you some questions about it"
569,8,student,student,"<DMCC corr=""The"">the</DMCC> <LWCO corr=""topic"">None</LWCO> is the <FS corr=""argument"">argoument</FS> <GWC corr=""development"">developing</GWC> of <FS corr=""artificial"">artifical</FS> intelligence <LWCO corr=""in recent years"">in the last years</LWCO> , and the <FM corr=""growth"">growly</FM> of its <LSN corr=""implementation"">None</LSN>  in a lot of jobs <FM corr=""employment"">employmentation</FM>","the argoument is the developing of artifical intelligence in the last years , and the growly of its  employmentation  in a lot of jobs","The topic is the argument development of artificial intelligence in recent years , and the growth of its implementation  in a lot of jobs employment"
570,10,student,student,"<DMCC corr=""My"">my</DMCC> thoughts  are <FS corr=""strongly"">streglty</FS> connected with <WR corr=""\0"">the</WR>  the many impacts of <GA corr=""\0"">the</GA> <DMCC corr=""AI"">ai</DMCC> in <GA corr=""\0"">the</GA> society",my thoughts  are streglty connected with the  the many impacts of the ai in  the society,My thoughts  are strongly connected with \0  the many impacts of \0 AI in \0 society
571,12,student,student,"<DMCA corr=""Okay"">ok</DMCA> , thanks for the information , now lets <LSV corr=""do"">take</LSV> a <LP corr=""role play"">role game</LP> !","ok , thanks for the information , now lets take a role game !","Okay , thanks for the information , now lets do a role play !"
572,14,student,student,"<DMCC corr=""Well"">well</DMCC> , <DMCC corr=""I"">i</DMCC> want to play the role of a client that <GVN corr=""wants"">want</GVN> to ask some  information about the best places    to discover <LSPR corr=""during"">for</LSPR> the summer <GNN corr=""holidays"">holiday</GNN> <QC corr=""."">,</QC> <WO corr=""Can you"">you can</WO> <LSV corr=""play"">take</LSV> the role of the <LP corr=""travel agency assistant"">assistant of the travel agency</LP> <XVCO corr=""giving me"">giving to me</XVCO> some <XNUC corr=""information"">informations</XNUC> ?","well , i want to play the role of a client that want to ask some  information about the best places    to discover for the summer holiday , you can take the role of the  assistant of the travel agency giving to me some informations ?","Well , I want to play the role of a client that wants to ask some  information about the best places    to discover during the summer holidays . Can you play the role of the travel agency assistant giving me some information ?"
573,16,student,student,"<DMCC corr=""Hello"">hello</DMCC> , <DMCC corr=""I"">i</DMCC> want to visit a place <GPR corr=""\0"">that</GPR> <WR corr=""\0"">is</WR> <GWC corr=""near"">nearly</GWC> the sea and at the same time <WR corr=""not"">isn't</WR> <FS corr=""too"">to</FS> far <LSPR corr=""from"">to</LSPR> <GA corr=""the"">a</GA> city centre","hello , i want to visit a place that is nearly the sea and at the same time isn't to far to a city centre","Hello , I want to visit a place \0 \0 near the sea and at the same time not too far from the city centre"
574,18,student,student,"<DMCC corr=""Yes"">yes</DMCC> ,  all of <GPO corr=""these"">its</GPO>  are very beautiful cities but for my <LSN corr=""trip"">travel</LSN> <DMCC corr=""I"">i</DMCC> want to travel <LSPR corr=""to"">in</LSPR> another  continent ,  because <DMCC corr=""I"">i</DMCC> like to discover new places around the world","yes ,  all of its  are very beautiful cities but for my travel i want to travel in another  continent ,  because i like to discover new places around the world","Yes ,  all of these  are very beautiful cities but for my trip I want to travel to another  continent ,  because I like to discover new places around the world"
575,20,student,student,"<DMCC corr=""Rio de Janeiro"">rio de janeiro</DMCC>  will <WR corr=""\0"">have to</WR> be the perfect place !",rio de janeiro  will have to be the perfect place !,Rio de Janeiro  will \0 be the perfect place !
576,0,student,student,"<DMCC corr=""I"">i</DMCC> would <WM corr=""like to"">\0</WM> talk about my future project",i would \0 talk about my future project,I would like to talk about my future project
577,2,student,student,"<DMCC corr=""I"">i</DMCC> would <WM corr=""like to"">\0</WM> <XVPR corr=""travel around"">travel about</XVPR> <GA corr=""the"">\0</GA> <LSN corr=""world"">word</LSN>",i would \0 travel about \0 word,I would like to travel around the world
578,4,student,student,"<DMCC corr=""I"">i</DMCC> would <WM corr=""like to"">\0</WM> visit London because there are many monuments",i would \0 visit London because there are many monuments,I would like to visit London because there are many monuments
579,6,student,student,"<DMCC corr=""Yes"">yes</DMCC>, <DMCC corr=""I"">i</DMCC> would <WM corr=""like to"">\0</WM> visit <GNC corr=""Tower of London"">None</GNC> for example <DMCC corr=""London"">london</DMCC>'s Tower","yes, i would \0 visit london's Tower for example","Yes, I would like to visit Tower of London for example London's Tower"
580,8,student,student,"<DMCC corr=""Yes"">yes</DMCC>, <DMCC corr=""I"">i</DMCC> am very <XADJCO corr=""interested in visiting"">None</XADJCO> famous medieval monuments <XADJPR corr=""interested in"">None</XADJPR> visit <FM corr=""interested"">interesting</FM> to","yes, i am very interesting to visit famous medieval monuments","Yes, I am very interested in visiting famous medieval monuments interested in visit interested to"
581,10,student,student,"<DMCC corr=""I"">i</DMCC> <GADVO corr=""would also like to visit"">would </GADVO> other cathedrals in different places <WM corr=""like to"">\0</WM> visit also",i would \0 visit also other cathedrals in different places,I would also like to visit other cathedrals in different places like to visit also
